_id: 67007855bff50e2c87c7b320, age: 12, school: IEP Exitus, typeOfSchool: Particular, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b50c, age: 14, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: true, P3: false, P4: false, P5: true, P6: true, P7: true, P8: true, P9: true, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b50d, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: true, P1: false, P2: false, P3: true, P4: true, P5: false, P6: true, P7: true, P8: true, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: true, P16: true, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b50e, age: 15, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: true, P3: true, P4: false, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: true, P18: false, P19: false, P20: true, P21: false, P22: true, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b50f, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: true, P15: true, P16: true, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b510, age: 14, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: true, P2: true, P3: true, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: true, P11: true, P12: true, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b511, age: 15, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: true, P2: true, P3: false, P4: false, P5: true, P6: true, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b512, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: La Unión, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: true, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: true, P21: true, P22: true, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b513, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: true, P2: true, P3: false, P4: true, P5: false, P6: true, P7: false, P8: false, P9: true, P10: true, P11: false, P12: true, P13: true, P14: true, P15: true, P16: false, P17: false, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b514, age: 14, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: true, P1: true, P2: false, P3: false, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: true, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b515, age: 12, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: false, P3: true, P4: false, P5: false, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: true, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b516, age: 13, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: La Arena, P1: false, P2: true, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: true, P18: true, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b517, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: true, P1: false, P2: true, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: true, P11: true, P12: false, P13: true, P14: true, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b518, age: 12, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: true, P2: false, P3: true, P4: false, P5: false, P6: false, P7: true, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: true, P15: true, P16: true, P17: false, P18: true, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b519, age: 15, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: true, P3: true, P4: true, P5: true, P6: true, P7: false, P8: true, P9: true, P10: true, P11: true, P12: false, P13: true, P14: false, P15: true, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b51a, age: 12, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: true, P2: true, P3: true, P4: true, P5: false, P6: false, P7: false, P8: true, P9: true, P10: true, P11: true, P12: false, P13: false, P14: false, P15: true, P16: false, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b51b, age: 13, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: false, P25: true, P26: false, P27: true, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b51c, age: 14, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: true, P2: true, P3: true, P4: false, P5: true, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: true, P18: true, P19: false, P20: true, P21: false, P22: true, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b51d, age: 15, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: La Arena, P1: true, P2: false, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b51e, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: La Unión, P1: false, P2: true, P3: false, P4: true, P5: false, P6: true, P7: false, P8: false, P9: true, P10: true, P11: true, P12: true, P13: false, P14: true, P15: true, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b51f, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: true, P1: true, P2: true, P3: true, P4: false, P5: true, P6: true, P7: false, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: true, P18: false, P19: false, P20: false, P21: true, P22: true, P23: false, P24: true, P25: false, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b520, age: 16, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: Castilla, P1: false, P2: false, P3: false, P4: true, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b521, age: 12, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: true, P1: false, P2: false, P3: true, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: true, P14: false, P15: false, P16: false, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b522, age: 15, school: IEP Niño Jesús de Praga, typeOfSchool: Particular, province: Piura, district: true, P1: true, P2: true, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: true, P12: false, P13: true, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b524, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: true, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b525, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: true, P2: true, P3: false, P4: true, P5: true, P6: true, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b526, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: true, P5: false, P6: true, P7: false, P8: false, P9: false, P10: false, P11: true, P12: false, P13: true, P14: false, P15: false, P16: false, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b527, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: true, P3: true, P4: true, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: false, P17: false, P18: true, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b528, age: 14, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: true, P3: false, P4: true, P5: true, P6: false, P7: true, P8: true, P9: false, P10: true, P11: true, P12: false, P13: true, P14: false, P15: false, P16: true, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b529, age: 14, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: true, P18: true, P19: true, P20: true, P21: false, P22: true, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b52a, age: 13, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: false, P17: false, P18: true, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b52b, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: true, P2: false, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: true, P10: false, P11: true, P12: true, P13: false, P14: true, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: true, P22: true, P23: false, P24: false, P25: false, P26: false, P27: false, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b52c, age: 16, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: false, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: true, P11: true, P12: false, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b52d, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: true, P8: true, P9: true, P10: false, P11: false, P12: true, P13: true, P14: false, P15: true, P16: true, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b52e, age: 14, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: La Unión, P1: false, P2: true, P3: false, P4: true, P5: false, P6: true, P7: true, P8: true, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: true, P17: false, P18: true, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b52f, age: 13, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: true, P2: true, P3: true, P4: true, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: true, P12: true, P13: false, P14: false, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: true, P27: true, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b530, age: 13, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: true, P1: true, P2: true, P3: false, P4: false, P5: true, P6: false, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: true, P26: true, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b531, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: true, P5: true, P6: false, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b532, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: true, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: true, P15: true, P16: false, P17: false, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: true, P25: true, P26: true, P27: true, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b533, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: false, P5: true, P6: false, P7: true, P8: false, P9: false, P10: false, P11: true, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: false, P19: false, P20: true, P21: true, P22: false, P23: true, P24: true, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b534, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: false, P3: false, P4: true, P5: true, P6: false, P7: false, P8: true, P9: true, P10: false, P11: false, P12: true, P13: false, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: true, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b535, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: true, P3: false, P4: true, P5: true, P6: true, P7: false, P8: true, P9: true, P10: false, P11: false, P12: true, P13: true, P14: true, P15: false, P16: true, P17: true, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b536, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: false, P2: false, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: true, P10: true, P11: false, P12: true, P13: true, P14: true, P15: false, P16: true, P17: false, P18: false, P19: true, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b537, age: 13, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: true, P4: true, P5: false, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: true, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: false, P30: false
_id: 67007858bff50e2c87c7b538, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: true, P2: false, P3: true, P4: false, P5: true, P6: false, P7: true, P8: true, P9: true, P10: false, P11: false, P12: false, P13: true, P14: true, P15: true, P16: false, P17: false, P18: true, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b539, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: true, P3: false, P4: true, P5: false, P6: true, P7: true, P8: false, P9: false, P10: true, P11: false, P12: false, P13: false, P14: false, P15: true, P16: true, P17: true, P18: false, P19: false, P20: true, P21: false, P22: false, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b53a, age: 13, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: La Unión, P1: true, P2: true, P3: true, P4: false, P5: false, P6: true, P7: false, P8: true, P9: true, P10: false, P11: true, P12: true, P13: true, P14: false, P15: true, P16: false, P17: true, P18: true, P19: true, P20: true, P21: false, P22: false, P23: false, P24: true, P25: true, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b53b, age: 14, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b53c, age: 13, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: true, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: true, P18: true, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b53d, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: true, P3: false, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: true, P11: false, P12: false, P13: false, P14: true, P15: false, P16: true, P17: true, P18: false, P19: true, P20: true, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b53e, age: 15, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: true, P3: true, P4: false, P5: false, P6: true, P7: true, P8: false, P9: true, P10: false, P11: true, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: true, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: false
_id: 67007858bff50e2c87c7b53f, age: 12, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: Piura, P1: false, P2: false, P3: true, P4: false, P5: true, P6: false, P7: true, P8: false, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: false, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: true, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b540, age: 16, school: IE Fátima, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: true, P5: true, P6: true, P7: false, P8: true, P9: false, P10: true, P11: false, P12: true, P13: true, P14: false, P15: true, P16: false, P17: false, P18: true, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: false, P29: true, P30: false
_id: 67007858bff50e2c87c7b4c1, age: 14, school: IE San José, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: false, P3: true, P4: false, P5: false, P6: false, P7: false, P8: false, P9: true, P10: true, P11: false, P12: true, P13: false, P14: false, P15: true, P16: false, P17: true, P18: false, P19: false, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b4c2, age: 15, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: true, P11: false, P12: true, P13: false, P14: true, P15: false, P16: true, P17: true, P18: false, P19: true, P20: false, P21: true, P22: false, P23: false, P24: false, P25: false, P26: true, P27: true, P28: false, P29: false, P30: true
_id: 67007858bff50e2c87c7b4c3, age: 13, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: true, P13: true, P14: false, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: false, P27: true, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b4c4, age: 12, school: IE San José, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: false, P5: false, P6: true, P7: false, P8: false, P9: true, P10: false, P11: false, P12: false, P13: true, P14: false, P15: true, P16: false, P17: false, P18: true, P19: true, P20: false, P21: true, P22: false, P23: false, P24: true, P25: false, P26: false, P27: true, P28: false, P29: true, P30: true
_id: 67007858bff50e2c87c7b4c5, age: 13, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: true, P2: false, P3: false, P4: true, P5: true, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: true, P17: true, P18: false, P19: false, P20: false, P21: true, P22: false, P23: true, P24: false, P25: true, P26: false, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b4c6, age: 16, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: false, P3: true, P4: true, P5: true, P6: true, P7: true, P8: true, P9: true, P10: false, P11: false, P12: true, P13: false, P14: false, P15: true, P16: true, P17: true, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: true, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b4c7, age: 12, school: IE San José, typeOfSchool: Estatal, province: Piura, district: La Unión, P1: true, P2: false, P3: true, P4: false, P5: true, P6: false, P7: true, P8: true, P9: true, P10: true, P11: false, P12: false, P13: true, P14: true, P15: true, P16: true, P17: false, P18: false, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b4c8, age: 13, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: true, P3: true, P4: true, P5: true, P6: false, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: false, P15: false, P16: true, P17: false, P18: false, P19: true, P20: false, P21: false, P22: false, P23: false, P24: false, P25: true, P26: true, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4c9, age: 13, school: IE San José, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: true, P3: false, P4: false, P5: false, P6: false, P7: false, P8: false, P9: false, P10: false, P11: false, P12: false, P13: true, P14: false, P15: false, P16: true, P17: true, P18: false, P19: false, P20: false, P21: true, P22: true, P23: true, P24: false, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4ca, age: 14, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: true, P2: true, P3: false, P4: false, P5: true, P6: true, P7: true, P8: false, P9: false, P10: false, P11: false, P12: false, P13: false, P14: true, P15: false, P16: false, P17: false, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: true, P25: false, P26: false, P27: false, P28: true, P29: false, P30: false
_id: 67007858bff50e2c87c7b4cb, age: 16, school: IE San José, typeOfSchool: Estatal, province: Piura, district: true, P1: false, P2: false, P3: false, P4: true, P5: false, P6: false, P7: true, P8: false, P9: true, P10: true, P11: false, P12: true, P13: false, P14: false, P15: false, P16: false, P17: true, P18: true, P19: false, P20: true, P21: false, P22: false, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: false, P30: true
_id: 67007858bff50e2c87c7b4cc, age: 12, school: IE San José, typeOfSchool: Estatal, province: Piura, district: false, P1: true, P2: true, P3: false, P4: false, P5: true, P6: false, P7: true, P8: false, P9: true, P10: true, P11: false, P12: false, P13: true, P14: false, P15: false, P16: false, P17: true, P18: false, P19: true, P20: false, P21: false, P22: true, P23: false, P24: false, P25: false, P26: true, P27: false, P28: true, P29: true, P30: true
_id: 67007858bff50e2c87c7b4cd, age: 13, school: IE San José, typeOfSchool: Estatal, province: Piura, district: 26 de Octubre, P1: false, P2: true, P3: true, P4: false, P5: true, P6: true, P7: false, P8: false, P9: false, P10: false, P11: true, P12: true, P13: false, P14: true, P15: false, P16: true, P17: false, P18: false, P19: false, P20: false, P21: false, P22: false, P23: true, P24: true, P25: false, P26: false, P27: false, P28: true, P29: true, P30: true
